vocabulary,originalEntry,explanation,example,pinYin,location,place,source,toggle,whichCounty,whichTown
气煞猫(氣煞貓),氣煞貓,<器具>同【猫叹气】。青浦。 (<器具>同【貓歎氣】。青浦。),/呒啥啥/,chi44 saeq4 mau21(cʰi44 sæʔ4 mɔ21),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
气脉(氣脈),氣脈,气量。 (氣量。),/呒啥啥/,chi maq(cʰi35 maʔ21),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
气力(氣力),氣力,<身体>同【力道】。 (<身體>同【力道】。),/呒啥啥/,chi33 liq4(cʰi33 liɪʔ4),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
气䭁(氣䭁),氣䭁,很难闻的气味。 《广韵》去声祭韵征例切：䭁，臭败之味。 (很難聞的氣味。《廣韻》去聲祭韻征例切：䭁，臭敗之味。),/呒啥啥/,chi53 tsy31(cʰi53 tsɿ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
气得过(氣得過),氣得過,差强人意。 (差強人意。),/呒啥啥/,chi teq ku(cʰi33 ɗəʔ5 ku21),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
气勿过(氣勿過),氣勿過,气不忿。 (氣不忿。),/呒啥啥/,chi ueq ku(cʰi33 uəʔ5 ku21),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
气伤(氣傷),氣傷,气极，气煞。 (氣極，氣煞。),/呒啥啥/,chi saon(cʰi53 sɒ̃21),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
气块(氣塊),氣塊,惹人生气的人。 (惹人生氣的人。),/呒啥啥/,chi khue(cʰi44 kʰue44),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
气痛(氣痛),氣痛,指气性，受批评后能否记住。 (指氣性，受批評後能否記住。),/呒啥啥/,chi thon(cʰi44 tʰoŋ44),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
气鼓鼓(氣鼓鼓),氣鼓鼓,形容很生气，闷闷不乐的样子。 (形容很生氣，悶悶不樂的樣子。),/呒啥啥/,chi ku ku(cʰi ku ku),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
气叹(氣歎),氣歎,①怨气叹生。 (①怨氣歎生。),/呒啥啥/,chi thae(cʰi44 tʰɛ44),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
气叹(氣歎),氣歎,②力竭，疲惫。 (②力竭，疲憊。),/呒啥啥/,chi thae(cʰi44 tʰɛ44),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
气数(氣數),氣數,天意，无可奈何时的感慨。 (天意，無可奈何時的感慨。),/呒啥啥/,chi44 su44(cʰi44 su44),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
气数(氣數),氣數,②令人气愤、倒楣、不像话、没劲。 (②令人氣憤、倒楣、不像話、沒勁。),/呒啥啥/,chi44 su44(cʰi44 su44),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
气味(氣味),氣味,①气味难闻(①氣味難聞),/呒啥啥/,chi44 mi44(cʰi44 mi44),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
气味(氣味),氣味,②通常指不好闻的气味(②通常指不好聞的氣味),/呒啥啥/,chi44 mi44(cʰi44 mi44),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
气量(氣量),氣量,<社会交往>度量。 (<社會交往>度量。),/呒啥啥/,chi33 lian44(cʰi33 liæ̃44),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
气苏苏(氣蘇蘇),氣蘇蘇,生气的样子。 (生氣的樣子。),/呒啥啥/,chi su su,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
气膨膨(氣膨膨),氣膨膨,很生气。 (很生氣。),/呒啥啥/,chi ban ban,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
气吭不吼(氣吭不吼),氣吭不吼,气急败坏的样子。 (氣急敗壞的樣子。),/呒啥啥/,chi haon peq heu,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
气吭八倒(氣吭八倒),氣吭八倒,上气不接下气的样子。 (上氣不接下氣的樣子。),/呒啥啥/,chi haon paeq tau,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
气haon鼻齁(氣haon鼻齁),氣haon鼻齁,气喘吁吁(氣喘吁吁),/呒啥啥/,chi53 haon31 beq2 heu53(cʰi53 hɒ̃31 bəʔ2 hɯ53),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
特面搭(特面搭),特面搭,这边，这儿，也指那边。 (這邊，這兒，也指那邊。),/呒啥啥/,deq mi taeq,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
特面(特面),特面,这边，这儿，也指那边。 (這邊，這兒，也指那邊。),/呒啥啥/,deq mi,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
特里特出(特裏特出),特裏特出,与别人不一样。 (與別人不一樣。),/呒啥啥/,deq li deq tsheq,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
特里特别(特裏特別),特裏特別,<形容词>与别人不一样。 (<形容詞>與別人不一樣。),/呒啥啥/,deq2 li55 deq2 biq2(dəʔ2 li55 dəʔ2 biɪʔ2),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
特特里(特特里),特特里,/呒啥啥/,/呒啥啥/,deq deq li,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
特出(特出),特出,<形容词>与众不同，贬义。 (<形容詞>與眾不同，貶義。),/呒啥啥/,deq2 li53(dəʔ2 li53),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
特为(特為),特為,<副词>(<副詞>),/呒啥啥/,deq1 we23(dəʔ1 ɦue23),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
特诚(特誠),特誠,<副词>(<副詞>),/呒啥啥/,deq1 zen23(dəʔ1 zəŋ23),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
特诚特地(特誠特地),特誠特地,<副词>(<副詞>),/呒啥啥/,de zen deq di,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
特意(特意),特意,<副词>定为。 (<副詞>定為。),/呒啥啥/,duq2 i35(dœʔ2 i35),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
特地(特地),特地,<副词>(<副詞>),/呒啥啥/,duq2 di35(dœʔ2 di35),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
邮差(郵差),郵差,<人品职业>邮递员。 (<人品職業>郵遞員。),/呒啥啥/,yeu22 tsha44(ɦiɯ22 tsʰɑ44),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
邮递员(郵遞員),郵遞員,<人品职业>(<人品職業>),/呒啥啥/,yeu22 di55 yeu21(ɦiɯ22 di55 ɦiɯ21),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
造桥虫(造橋蟲),造橋蟲,尺蠖。 (尺蠖。),/呒啥啥/,zau jiau zon,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
造度桥(造度橋),造度橋,走仙桥。 (走仙橋。),/呒啥啥/,zau du jiau,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
造反(造反),造反,①，②或叠韵说【造造反反】，强调程度更深。 (①，②或疊韻說【造造反反】，強調程度更深。),/呒啥啥/,zau fae(zɔ23 ɸɛ53),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
造房子(造房子),造房子,①建造房屋(①建造房屋),/呒啥啥/,zau22 vaon55 tsy31(zɔ22 βɒ̃55 tsɿ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
造房子(造房子),造房子,②游戏，跳房子(②遊戲，跳房子),/呒啥啥/,zau22 vaon55 tsy31(zɔ22 βɒ̃55 tsɿ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
造屋请箍桶匠(造屋請箍桶匠),造屋請箍桶匠,找错了人(找錯了人),/呒啥啥/,zau24 oq31 tshin44 ku35 don55 zian31(zɔ24 oʔ31 tsʰiŋ44 ku35 doŋ55 ziæ̃31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乘(乘),乘,<量词：>[例句:一～扶梯](<量詞：>[例句:一～扶梯]),一～扶梯(一～扶梯),zen31(zəŋ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乘风凉(乘風涼),乘風涼,乘凉(乘涼),/呒啥啥/,zen13 fon55 lian31(zəŋ13 ɸoŋ55 liæ̃31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
秤(秤),秤,/呒啥啥/,/呒啥啥/,tshen35(tsʰəŋ35),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
秤盘(秤盤),秤盤,/呒啥啥/,/呒啥啥/,tshen53 be31(tsʰəŋ53 be31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
秤星(秤星),秤星,/呒啥啥/,/呒啥啥/,tshen53 sin31(tsʰəŋ53 siŋ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
秤梗(秤梗),秤梗,秤杆(秤桿),/呒啥啥/,tshen53 kan31(tsʰəŋ53 kæ̃31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
秤砣(秤砣),秤砣,/呒啥啥/,/呒啥啥/,tshen53 du31(tsʰəŋ53 du31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
秤纽绳(秤紐繩),秤紐繩,<商业交通>秤毫。 (<商業交通>秤毫。),/呒啥啥/,tshen33 gnieu55 zen21(tsʰəŋ33 ɲiɯ55 zəŋ21),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
秤纽(秤紐),秤紐,<商业交通>秤毫。 (<商業交通>秤毫。),/呒啥啥/,tshen53 gnieu21(tsʰəŋ53 ɲiɯ21),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
秤纽线(秤紐線),秤紐線,<商业交通>秤毫。闵行。 (<商業交通>秤毫。閔行。),/呒啥啥/,tshen44 gnieu33 si34(tsʰəŋ44 ɲiɯ33 si34),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
秤纽线(秤紐線),秤紐線,<形容词>多，丰富。常含贬义：[例句:花头～。 ](<形容詞>多，豐富。常含貶義：[例句:花頭～。]),花头～。(花頭～。),theu35(tʰɯ35),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
透(透),透,后置程度副词，极[例句:河里个水清～](後置程度副詞，極[例句:河裡個水清～]),河里个水清～(河裡個水清～),theu35(tʰɯ35),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
透顶(透頂),透頂,<助词>到极点，用在形容词、动词后面。 (<助詞>到極點，用在形容詞、動詞後面。),/呒啥啥/,theu53 tin31(tʰɯ53 ɗiŋ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
透病(透病),透病,气喘病。 (氣喘病。),/呒啥啥/,theu bin,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
透趟(透趟),透趟,非常充裕(非常充裕),/呒啥啥/,theu44 thaon44(tʰɯ44 tʰɒ̃44),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
透火棒(透火棒),透火棒,<器具>同【火铁棒】。 (<器具>同【火鐵棒】。),/呒啥啥/,theu33 hu55 baon22(tʰɯ33 hu55 bɒ̃22),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
秧把头(秧把頭),秧把頭,<农事>拔起后扎成一小捆的秧苗。 (<農事>拔起後紮成一小捆的秧苗。),/呒啥啥/,ian55 po33 deu21(iæ̃55 ɓo33 dɯ21),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
秧畈(秧畈),秧畈,<农事>用来落稻谷、排瓜菜秧苗的畦。 (<農事>用來落稻穀、排瓜菜秧苗的畦。),/呒啥啥/,ian pae,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
秧田(秧田),秧田,<农事>用来落稻谷、培育秧苗的田块。 (<農事>用來落稻穀、培育秧苗的田塊。),/呒啥啥/,ian di,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
秧泥沟(秧泥溝),秧泥溝,<地理>见【垄沟】。 (<地理>見【壟溝】。),/呒啥啥/,ian55 gni33 keu21(iæ̃55 ɲi33 kɯ21),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
秧新妇(秧新婦),秧新婦,见【养新妇。 (見【養新婦。),/呒啥啥/,ian sin vu,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
租米(租米),租米,实物地租(實物地租),/呒啥啥/,tsu35 mi53(tsu35 mi53),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
租田当自产(租田當自產),租田當自產,把借来的东西占为己有(把借來的東西佔為己有),/呒啥啥/,tsu35 di53 taon35 zy22 tshae35(tsu35 di53 ɗɒ̃35 zy22 tsʰɛ35),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
笑靥（市区）(笑靨（市區）),笑靨市區,<身体>同【酒靥】。 (<身體>同【酒靨】。),/呒啥啥/,siau33 iq4(siɔ33 iɪʔ4),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
笑形眼(笑形眼),笑形眼,<身体>同【酒靥】。 (<身體>同【酒靨】。),/呒啥啥/,siau55 yin33 ngae31(siɔ55 ɦiŋ33 ŋɛ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
笑咪堂堂(笑咪堂堂),笑咪堂堂,态度和蔼，笑容可掬(態度和藹，笑容可掬),/呒啥啥/,siau55 mi33 daon33 daon31(siɔ55 mi33 dɒ̃33 dɒ̃31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
笊篱(笊籬),笊籬,圆形，可漏水的厨房捞物工具，有竹篾、铁丝两种。 (圓形，可漏水的廚房撈物工具，有竹篾、鐵絲兩種。),/呒啥啥/,tsa35 li31(tsɑ35 li31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
借(借),借,用左手拍球(用左手拍球),/呒啥啥/,tsi35(tsi35),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
借手(借手),借手,左手(左手),/呒啥啥/,tsia53 seu31(tsiɑ53 sɯ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
借手上前(借手上前),借手上前,左撇子(左撇子),/呒啥啥/,tsia44 seu44 zaon55 zi31(tsiɑ44 sɯ44 zɒ̃55 zi31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
借假(借假),借假,<商业交通>以次充好，或在优质商品中掺入次品(<商業交通>以次充好，或在優質商品中摻入次品),/呒啥啥/,tsia44 ka44(tsiɑ44 kɑ44),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
借势因头(借勢因頭),借勢因頭,借口。 (藉口。),/呒啥啥/,tsia44 sy44 in35 deu53(tsiɑ44 sɿ44 iŋ35 dɯ53),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
借囡骂媳妇(借囡罵媳婦),借囡罵媳婦,<社会交往>指桑骂槐。 (<社會交往>指桑駡槐。),/呒啥啥/,tsia53 noe31 mo22 sin22 vu22(tsiɑ53 nø31 mo22 siŋ22 βu22),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
借溜溜(借溜溜),借溜溜,形容缓慢轻柔的样子。 (形容緩慢輕柔的樣子。),/呒啥啥/,tsia lieu lieu,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
借因头(借因頭),借因頭,<社会交往>找借口。 (<社會交往>找藉口。),/呒啥啥/,tsia33 in55 deu21(tsiɑ33 iŋ55 dɯ21),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
借本生意(借本生意),借本生意,借本钱经营的商店(借本錢經營的商店),/呒啥啥/,tsia53 pen31 san55 i31(tsiɑ53 ɓəŋ31 sæ̃55 i31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
借房子(借房子),借房子,租房子(租房子),/呒啥啥/,tsia55 vaon55 tsy31(tsiɑ55 βɒ̃55 tsɿ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
借凑(借湊),借湊,笔顺不对(筆順不對),/呒啥啥/,tsi4 tsheu44(tsi4 tsʰɯ44),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
借面(借面),借面,/呒啥啥/,/呒啥啥/,tsi44 mi44(tsi44 mi44),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
借首(借首),借首,/呒啥啥/,/呒啥啥/,tsi53 seu31(tsi53 sɯ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
借半丬(借半爿),借半爿,/呒啥啥/,/呒啥啥/,tsi33 pe55 bae31(tsi33 ɓe55 bɛ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
值钿(值鈿),值鈿,值钱。 (值錢。),/呒啥啥/,zeoq di(zʌʔ2 di53),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
��(𤖼),𤖼,①掰开：集韵入声陌韵匹陌切：𤖼，破物也。 [例句:～只西瓜。 ](①掰開：集韻入聲陌韻匹陌切：𤖼，破物也。[例句:～隻西瓜。]),～只西瓜。(～隻西瓜。),phaq4(pʰaʔ4),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
��(𤖼),𤖼,②手足等叉开：[例句:脚～开。 ](②手足等叉開：[例句:腳～開。]),脚～开。(腳～開。),phaq4(pʰaʔ4),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
��开(𤖼開),𤖼開,①掰开(①掰開),/呒啥啥/,phaq4 khe53(pʰaʔ4 kʰe53),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
��开(𤖼開),𤖼開,②两腿分开(②兩腿分開),/呒啥啥/,phaq4 khe53(pʰaʔ4 kʰe53),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
��哈拉(𤖼哈拉),𤖼哈拉,胯下。 (胯下。),/呒啥啥/,phaq ha la(pʰaʔ3 hɑ55 lɑ21),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
��一字(𤖼一字),𤖼一字,劈叉(劈叉),/呒啥啥/,phaq4 iq4 zy44(pʰaʔ4 iɪʔ4 zy44),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
��鸡腿(𤖼雞腿),𤖼雞腿,喻分肥(喻分肥),/呒啥啥/,phaq3 ci55 the31(pʰaʔ3 ci55 tʰe31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
��脚扶梯(𤖼腳扶梯),𤖼腳扶梯,人字形的活动梯。 (人字形的活動梯。),/呒啥啥/,phaq3 ciaq5 vu55 thi31(pʰaʔ3 ciaʔ5 βu55 tʰi31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
��手𤖼脚(𤖼手𤖼腳),𤖼手𤖼腳,①形容走路蹒跚(①形容走路蹣跚),/呒啥啥/,phaq4 seu44 phaq4 ciaq4(pʰaʔ4 sɯ44 pʰaʔ4 ciaʔ4),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
��手𤖼脚(𤖼手𤖼腳),𤖼手𤖼腳,②形容写的字歪歪扭扭(②形容寫的字歪歪扭扭),/呒啥啥/,phaq4 seu44 phaq4 ciaq4(pʰaʔ4 sɯ44 pʰaʔ4 ciaʔ4),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
倒翻账(倒翻賬),倒翻賬,同【打反作】。 (同【打反作】。),/呒啥啥/,tau fae tsan,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
倒反账(倒反賬),倒反賬,结帐后要求重算，可喻事情结束后因有悔意而重新发作。 (結帳後要求重算，可喻事情結束後因有悔意而重新發作。),/呒啥啥/,tau fae tsan,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
倒大(倒大),倒大,见【夺大】。 (見【奪大】。),/呒啥啥/,tau du,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
倒灶(倒竈),倒竈,倒楣。 (倒楣。),/呒啥啥/,tau44 tsau44(ɗɔ44 tsɔ44),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
倒究(倒究),倒究,究竟。 (究竟。),/呒啥啥/,tau cieu(ɗɔ53 ciɯ21),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
倒茶(倒茶),倒茶,续水(續水),/呒啥啥/,tau35 zo31(ɗɔ35 zo31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
倒霉(倒楣),倒楣,运气不好(運氣不好),/呒啥啥/,tau35 me31(ɗɔ35 me31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
倒塌鬼(倒塌鬼),倒塌鬼,倒霉的人(倒霉的人),/呒啥啥/,tau33 thaeq5 ciu31(ɗɔ33 tʰæʔ5 cy31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
倒胃口(倒胃口),倒胃口,①食欲减退(①食慾減退),/呒啥啥/,tau33 ve55 kheu31(ɗɔ33 βe55 kʰɯ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
倒胃口(倒胃口),倒胃口,②兴趣消失(②興趣消失),/呒啥啥/,tau33 ve55 kheu31(ɗɔ33 βe55 kʰɯ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
倒马桶(倒馬桶),倒馬桶,/呒啥啥/,/呒啥啥/,tau33 mo55 don31(ɗɔ33 mo55 doŋ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
倒拔du2(倒拔du2),倒拔du2,形容事情难办。 du应为蛇的音变。 (形容事情難辦。du應為蛇的音變。),/呒啥啥/,tau33 baeq5 du53(ɗɔ33 bæʔ5 du53),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
倒拔葫芦(倒拔葫蘆),倒拔葫蘆,倒过来被拔或吹。 (倒過來被拔或吹。),/呒啥啥/,tau baeq vu lu,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
条子(條子),條子,身材的线条，多用于女性：[例句:迭个小姑娘卖相一般性，～倒蛮挺个。 ](身材的線條，多用於女性：[例句:迭個小姑娘賣相一般性，～倒蠻挺個。]),迭个小姑娘卖相一般性，～倒蛮挺个。(迭個小姑娘賣相一般性，～倒蠻挺個。),diau tsy(diɔ23 ʦɿ53),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
条桌(條桌),條桌,<器具>长台(<器具>長檯),/呒啥啥/,diau22 tsaoq2(diɔ22 tsɒʔ2),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
条戳(條戳),條戳,旧时刻有商店或机关全名的条形图章(舊時刻有商店或機關全名的條形圖章),/呒啥啥/,diau22 tshoq2(diɔ22 tsʰoʔ2),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
条头糕(條頭糕),條頭糕,/呒啥啥/,/呒啥啥/,diau deu kau(diɔ23 dɯ44 kɔ53),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
倘然(倘然),倘然,<副词>如果。 (<副詞 >如果。),/呒啥啥/,thaon35 ze53(tʰɒ̃35 ze53),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
倘忙(倘忙),倘忙,<副词>如果。 (<副詞 >如果。),/呒啥啥/,thaon33 maon44(tʰɒ̃33 mɒ̃44),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
倘使(倘使),倘使,<副词>如果。 (<副詞 >如果。),/呒啥啥/,thaon35 sy53(tʰɒ̃35 sɿ53),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
倘傍(倘傍),倘傍,<副词>倘若(<副詞 >倘若),/呒啥啥/,thaon55 baon31(tʰɒ̃55 bɒ̃31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
个(個),個,<量词>种，泛指。 (<量詞>種，泛指。),/呒啥啥/,geq2(gəʔ2),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
个(個),個,相当于的，①表示修饰关系[例句:我奴～个书](相當於的，①表示修飾關係[例句:我奴～個書]),我奴～个书(我奴～個書),heu13(hɯ13),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
个(個),個,相当于的，②表示确定[例句:张三昨日来～](相當於的，②表示確定[例句:張三昨日來～]),张三昨日来～(張三昨日來～),heu13(hɯ13),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
